title,scored_by,popularity,members,premiered,genre
Mobile Suit Zeta Gundam: A New Translation III - Love Is the Pulse of the Stars,3174,4302,6824,,"Military, Sci-Fi, Space, Drama, Mecha"
Gekkou no Pierce: Yumemi to Gin no Bara no Kishidan,104,9736,445,,"Fantasy, Mystery, Romance, Shoujo"
Juuza Engi: Engetsu Sangokuden - Gaiden Youzhou Genya,825,6064,2878,,"Historical, Romance, Fantasy, Josei"
Mai-Otome Special: Otome no Inori,871,6529,2335,,"School, Slice of Life"
Bakuretsu Hunters OVA,1849,5181,4283,,"Action, Adventure, Harem, Comedy, Super Power, Magic, Romance, Ecchi, Fantasy, Shounen"
Ontama!,847,6992,1888,,"Slice of Life, Magic, Comedy, Seinen"
Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e (TV),119405,354,212461,Summer 2017,"Drama, Psychological, School, Slice of Life"
Obake no Q-tarou,67,10168,350,Summer 1965,"Comedy, School, Slice of Life, Supernatural"
Mikan-Seijin,98,10167,351,,Comedy
BOY&#039;s LOVE Nitro+CHiRAL,248,7280,1632,,"Comedy, Parody"
Aachi wa Ssipak,3290,4340,6667,,"Action, Comedy"
Xiao Yeyou,55,12332,132,,"Comedy, Fantasy, Kids"
Balloon (Music),68,12701,113,,Music
Douluo Dalu,381,7272,1649,,"Action, Adventure, Historical, Romance, Martial Arts, Fantasy"
Ao no Exorcist Movie Special,8985,2335,25392,,"Parody, Comedy"
Kore ga UFO da! Soratobu Enban,360,8951,693,,"Sci-Fi, Space"
Notari Matsutarou,60,10150,353,,Sports
Patalliro! Stardust Keikaku,104,9296,565,,"Adventure, Comedy, Romance, Shoujo, Shounen Ai"
Buta,3994,4311,6761,,"Adventure, Comedy, Fantasy, Historical"
Soukou Kijo Iris,1322,5430,3792,,Hentai
Alice Tantei Kyoku,28,11441,183,Spring 1995,"Mystery, Kids, Fantasy"
Arakawa Under the Bridge x Bridge,53881,855,101713,Fall 2010,"Comedy, Romance, Seinen"
Shoujo☆Kageki Revue Starlight,0,6755,2094,Summer 2018,"Music, School"
Weiß Kreuz Glühen,3023,4093,7733,Fall 2002,"Action, Drama, Shounen"
Kino no Tabi: Nanika wo Suru Tame ni - Life Goes On.,16978,1922,35288,,"Adventure, Drama, Fantasy"
Reideen,2042,4399,6447,Winter 2007,"Action, Mecha, Sci-Fi"
Tenchi Muyou! Ryououki 3rd Season Picture Drama,20,11197,220,,"Slice of Life, Comedy"
Yuuto-kun ga Iku Movie,8,13150,92,,"Kids, Sports"
Kindaichi Shounen no Jikenbo: Kuromajutsu Satsujin Jiken-hen,234,8196,1041,,"Mystery, Shounen"
Shin Strange+ Special,267,7663,1354,,"Slice of Life, Comedy, Josei"
Joukyou Monogatari,57,11769,162,,Slice of Life
School Days,220738,145,361605,Summer 2007,"Harem, Drama, Romance, School"
Gaist Crusher,146,7352,1578,Fall 2013,"Action, Fantasy, Supernatural"
Initial D Fourth Stage,37675,1261,64574,Spring 2004,"Action, Cars, Sports, Drama, Seinen"
Kagee Grimm Douwa,24,11453,183,,"Kids, Adventure, Fantasy, Magic, Romance, Supernatural, Demons, Historical, Drama"
Ningyohime Marina no Bouken,369,8151,1068,Winter 1991,"Drama, Fantasy, Kids, Romance"
Aru Zombie Shoujo no Sainan,263,9184,604,,"Action, Horror"
Hetalia Axis Powers,81885,464,173776,,"Comedy, Historical, Parody"
Mugen Kouro,377,8342,965,,"Action, Sci-Fi, Space"
Wind: A Breath of Heart (TV),3116,3890,8735,Summer 2004,"Drama, Romance, School, Supernatural"
Pochacco no Wakuwaku Birthday,22,12526,122,,"Fantasy, Kids"
Mahoutsukai Tai! vs. Shamanic Princess,118,8310,979,,"Comedy, Magic, Fantasy"
Kitty-chan wo Sagase! Toyama-shi Stamp Rally,26,12048,144,,Comedy
Yousei Dick,40,10798,248,Summer 1992,"Fantasy, Kids"
Kachikachi Yama (1940),9,13047,96,,Fantasy
Ultra B: Black Hole kara no Dokusaisha BB!!,15,12763,111,,"Adventure, Comedy"
Biohazard 4D-Executer,1570,5997,2947,,"Action, Adventure, Military, Horror"
Brave Witches: Petersburg Daisenryaku,1395,4813,5183,,"Action, Military, Sci-Fi, Magic, Ecchi"
Ginga Tetsudou 999: Glass no Clair,558,7490,1473,,"Drama, Sci-Fi, Space"
Osiris no Tenbin: Season 2,27,10174,350,,"Drama, Supernatural, Thriller"
Toaru Majutsu no Index-tan II,10467,2374,24742,,"Comedy, Parody"
Takarajima,3201,3959,8376,Fall 1978,"Adventure, Mystery, Historical, Drama"
Gundam Build Fighters: GM no Gyakushuu,1986,5187,4274,,"Action, Sci-Fi, Mecha"
Urusei Yatsura Movie 2: Beautiful Dreamer,3574,4080,7811,,"Action, Adventure, Comedy, Romance, Drama, Sci-Fi"
Kaette Kite yoo Toyama kara,13,12576,119,,"Slice of Life, Mystery, Comedy"
Digital Juice,1605,5096,4489,,"Comedy, Psychological"
Show By Rock!!: Plasmagica na Gogo,194,8364,956,,Comedy
Kuragehime: Eiyuu Retsuden☆,4508,3504,11220,,"Slice of Life, Comedy, Josei"
Hikaru Genji: Paradise Ginga,81,12120,141,,"Music, Space"
Ebiten: Kouritsu Ebisugawa Koukou Tenmonbu OVA,1480,5263,4104,,"Comedy, Ecchi, Parody, School, Shounen"
Tamayura: Sotsugyou Shashin Part 3 - Akogare,1372,5058,4550,,"Comedy, Drama, Slice of Life"
Saimin Jutsu Zero Special,349,8048,1130,,Hentai
Saint Seiya: Tenkai-hen Josou - Overture,8597,3141,14376,,"Adventure, Sci-Fi, Shounen"
One Piece Movie 1,34768,1392,57451,,"Action, Adventure, Comedy, Super Power, Fantasy, Shounen"
Jungle Taitei Leo: Hon-o-ji,74,10541,287,,"Adventure, Drama"
Minna no Doutoku,5,13739,64,,"Drama, Fantasy, Historical, Kids, School"
Donguri to Yamaneko (1995),7,13174,90,,"Demons, Drama, Kids"
Ergo Proxy,136841,161,342724,Winter 2006,"Sci-Fi, Mystery, Psychological"
Doraemon Movie 13: Nobita to Kumo no Oukoku,1468,6405,2473,,"Adventure, Comedy"
Tantei Opera Milky Holmes Movie: Gyakushuu no Milky Holmes,707,6499,2371,,"Comedy, Mystery, Super Power"
Windaria,2596,4586,5842,,"Action, Drama, Fantasy, Romance, Sci-Fi"
Kizuna Ichigeki,2821,4965,4767,,"Martial Arts, Comedy"
xxxHOLiC Shunmuki,23974,1592,47208,,"Mystery, Comedy, Psychological, Supernatural, Drama"
Shouwa Genroku Rakugo Shinjuu: Sukeroku Futatabi-hen,27311,1107,74830,Winter 2017,"Drama, Historical, Josei"
Choujuushin Gravion Zwei,2736,4384,6483,Winter 2004,"Adventure, Comedy, Mecha, Sci-Fi, Shounen"
Mo Dao Zu Shi,0,7780,1276,,"Action, Adventure, Mystery, Comedy, Historical, Supernatural, Shounen Ai"
Inmu Gakuen: Inmu ni Torawareta Bijin Shimai,666,6640,2210,,Hentai
Inyouchuu The Animation,1440,5194,4268,,"Hentai, School, Supernatural"
Hakimono to Kasa no Monogatari,88,11685,167,,"Music, Kids"
Xingji Biaoche Wang,13,13119,93,Winter 2006,"Action, Adventure, Cars"
Berserk: Ougon Jidai-hen I - Haou no Tamago,70849,796,108779,,"Action, Military, Adventure, Demons, Supernatural, Fantasy, Seinen"
Dragon Ball Z Movie 14: Kami to Kami,66287,903,95471,,"Action, Adventure, Fantasy, Martial Arts, Shounen, Super Power"
Wasure-boshi,292,9202,603,,"Music, Fantasy"
Shadow Skill: Eigi,3287,3794,9299,Summer 1998,"Adventure, Fantasy, Magic, Martial Arts, Super Power, Drama, Shounen"
Kiki to Lala no Papa to Mama ni Aitai,27,12299,132,,Kids
Wanwan Sanjuushi,895,7293,1629,Fall 1981,"Adventure, Historical"
Taiheiyou ni Kakeru Niji,19,12530,122,,"Kids, Slice of Life, Drama"
Konchuu Monogatari Minashigo Hutch (1989),271,9183,607,Summer 1989,"Adventure, Comedy, Drama"
Guin Saga,10848,2055,31446,Spring 2009,"Adventure, Fantasy"
Kuroshitsuji II,173199,213,300154,Summer 2010,"Action, Comedy, Demons, Supernatural, Fantasy, Shounen"
Amai Choubatsu: Watashi wa Kanshu Senyou Pet,573,4008,8117,Spring 2018,Ecchi
E&#039;s Otherwise,5491,3310,12960,Spring 2003,"Adventure, Comedy, Drama, Military, Sci-Fi, Shounen, Supernatural"
Watashi ga Toriko ni Natte Yaru,1758,5266,4099,,Hentai
Code Geass: Hangyaku no Lelouch I - Koudou,2481,2181,28352,,"Action, Military, Sci-Fi, Super Power, Mecha, School"
Area 88,3312,3812,9191,,"Action, Military, Adventure, Drama, Romance"
Natsumi Step!,101,11445,185,,Music
Egomama,1171,6974,1902,,Music
Sakura Internet,636,5846,3152,,Drama
Rakushou! Hyper Doll,554,7899,1214,,"Magic, Adventure, Comedy, Sci-Fi, Shounen"
Highschool of the Dead: Drifters of the Dead,114389,454,176439,,"Ecchi, Comedy, Supernatural"
Juuou Mujin no Fafnir,41266,972,87328,Winter 2015,"Fantasy, Harem, Romance, School"
Ristorante Paradiso,8804,2199,28032,Spring 2009,"Drama, Josei, Romance, Slice of Life"
SOS TV Walpurgis Night Fever,75,9494,509,,"Comedy, Sci-Fi"
Dragon Quest: Dai no Daibouken (1991),273,8170,1057,Summer 2015,"Adventure, Demons, Magic, Fantasy, Shounen"
Smile Precure!,4936,3113,14616,Winter 2012,"Action, Fantasy, Magic, Shoujo"
Katsugeki/Touken Ranbu,15083,1130,72818,Summer 2017,"Action, Fantasy, Historical, Samurai"
Hunter x Hunter (2011),403377,35,720920,Fall 2011,"Action, Adventure, Super Power, Shounen"
Lovedol: Lovely Idol OVA,388,7658,1361,,"Comedy, Drama, Ecchi, Harem, Music"
Non Non Biyori Repeat,45273,921,92898,Summer 2015,"Comedy, School, Seinen, Slice of Life"
Yagami-kun no Katei no Jijou,348,8527,876,,Comedy
Natsume Yuujinchou Go,31558,1038,80448,Fall 2016,"Slice of Life, Supernatural, Drama, Fantasy, Shoujo"
Slow Step,526,7280,1642,,"Slice of Life, Comedy, Sports, Romance, School, Shoujo"
Kijutsushi x Majutsushi: Osaka Tanteibu no Jikenbo,192,9168,614,,Hentai
Gintama°: Umai-mono wa Atomawashi ni Suru to Yokodorisareru kara Yappari Saki ni Kue,7075,3165,14220,,"Action, Comedy, Historical, Parody, Samurai, Shounen"
Furyou ni Hamerarete Jusei Suru Kyonyuu Okaasan The Animation,1560,5323,3972,,Hentai
Danganronpa 3: The End of Kibougamine Gakuen - Zetsubou-hen,59925,703,121450,Summer 2016,"Action, Mystery, Horror, Psychological, School"
Pulsar,61,11601,173,,"Dementia, Music"
Hikenai Guitar wo Hikundaze,200,10265,336,,Music
Rozen Maiden,74301,554,148187,Fall 2004,"Action, Comedy, Drama, Magic, Seinen"
Akuma to Himegimi,25,11452,181,,"Comedy, Shoujo"
Super Speed,441,8657,818,,Music
Phantom: Requiem for the Phantom,83160,373,201912,Spring 2009,"Action, Drama, Seinen, Thriller"
Futari Ecchi,12586,2440,23492,,"Comedy, Ecchi, Romance, Seinen, Slice of Life"
Kyoto Animation: Hana-hen,1709,5950,3012,,Slice of Life
Initial D Battle Stage,9307,2806,18012,,"Action, Cars, Drama, Seinen, Sports"
Cheburashka Arere?,1111,6254,2646,Fall 2009,"Kids, Slice of Life, Comedy"
Devil May Cry,115107,371,203008,Summer 2007,"Action, Demons, Fantasy"
Ihatov Gensou: Kenji no Haru,1615,5027,4626,,"Drama, Historical, Slice of Life"
Manga Kotowaja Jiten,8,13246,87,Fall 1980,"Comedy, Historical"
Chuumon no Ooi Ryouriten (1991),1421,5967,2990,,"Horror, Supernatural, Fantasy"
Hyakka Ryouran: Samurai Girls,56592,712,120462,Fall 2010,"Action, Comedy, Ecchi, Harem, Samurai, School"
Hanayamata,25722,1150,71644,Summer 2014,"Slice of Life, Comedy, School"
3D Kanojo: Real Girl,10801,1249,65420,Spring 2018,"Romance, School, Shoujo"
Harmony,11216,1850,37433,,"Sci-Fi, Psychological"
Jungle wa Itsumo Hare nochi Guu Deluxe,5527,3729,9670,,"Comedy, Slice of Life"
Mai-HiME: Kuro no Mai/Saigo no Bansan,1937,5042,4595,Winter 2002,Comedy
Sensou no Tsukurikata,115,11019,223,,"Kids, Drama"
Injuu Daikessen,322,8588,848,,Hentai
Juusen Battle Monsuno,751,5998,2957,Fall 2012,"Action, Adventure"
Slow Start: Web Yokoku Movie,149,7324,1604,,Slice of Life
Tibet Inu Monogatari,1328,5590,3546,,Adventure
Charady no Joke na Mainichi,158,7082,1791,Spring 2009,Comedy
Still,169,10194,350,,Music
Kikou Senki Dragonar,452,6266,2630,Winter 1987,"Sci-Fi, Adventure, Space, Mecha"
Hetalia: The World Twinkle Specials,1279,5252,4129,,"Comedy, Historical, Parody"
Naki no Ryuu: Hiryuu no Shou (1991),3,13627,70,,"Drama, Game, Seinen"
W&#039;z,0,9487,513,,"Action, Music"
Soul Reviver,160,9784,436,,"Action, Seinen, Supernatural"
Kokekkou-san,7,13664,68,Fall 2009,Kids
Touhou Niji Sousaku Doujin Anime: Musou Kakyou Special,1758,5172,4317,,"Magic, Fantasy"
Gin no Saji 2nd Season,54416,967,87685,Winter 2014,"Comedy, School, Shounen, Slice of Life"
Uma Musume: Pretty Derby (TV),5044,2049,31678,Spring 2018,Sports
Kokoro Toshokan: Communication Clips,173,9436,523,,"Comedy, Drama, Slice of Life"
Kokoro Toshokan,1314,5159,4344,Fall 2001,"Comedy, Drama, Slice of Life"
Soukyuu no Fafner: Right of Left - Single Program,4299,3556,10833,,"Action, Drama, Mecha, Military, Sci-Fi"
Armageddon,452,8273,1000,,"Action, Adventure, Sci-Fi"
The Perfect World,1332,5927,3044,,Music
Idol Project,396,7909,1206,,"Adventure, Comedy, Music"
New Initial D Movie: Legend 3 - Mugen,2995,4136,7566,,"Cars, Seinen, Sports"
Seikai no Danshou: Tanjou,3007,4498,6106,,"Military, Romance, Sci-Fi, Space"
Shingeki no Kyojin Movie 3: Kakusei no Houkou,755,2488,22845,,"Action, Super Power, Drama, Fantasy, Shounen"
Ikoku na Retro,746,6699,2154,,Hentai
Detective Conan Movie 11: Jolly Roger in the Deep Azure,14428,2404,24237,,"Adventure, Police, Comedy, Mystery, Shounen"
Hitoriga The Animation,1403,5346,3937,,Hentai
Phantasm,30,12350,129,,"Dementia, Music"
"Uchiage Hanabi, Shita kara Miru ka? Yoko kara Miru ka?",8335,1633,45376,,Drama
Jiaoao de Jiangjun,76,11522,178,,Drama
Oi! Ryouma,28,10805,247,Spring 1992,"Adventure, Drama, Historical"
An Ling Yu Shi Di Qi,21,10691,264,Spring 2017,"Adventure, Kids, Sci-Fi"
Appare! Momotarou no Koutsuu Anzen,3,14135,37,,"Fantasy, Kids"
Sumeba Miyako no Cosmos-sou Suttoko Taisen Dokkoida,1499,5291,4048,Summer 2003,"Action, Sci-Fi, Adventure, Comedy, Parody, Shounen"
Pokemon Best Wishes! Season 2: Decolora Adventure - Iris vs. Ibuki! Dragon Master e no Michi!!,1772,5353,3926,Fall 2011,"Action, Adventure, Comedy, Fantasy, Kids"
Ore no Imouto ga Konnani Kawaii Wake ga Nai,248567,110,419349,Fall 2010,"Slice of Life, Comedy"
Futari wa Precure: Splash☆Star Movie - Tick Tack Kiki Ippatsu!,1178,6043,2899,,"Magic, Fantasy, Kids, Shoujo"
Houkago no Ouji-sama,391,7195,1708,,"Comedy, School, Shounen, Sports"
Iruka to Shounen,30,11749,162,Summer 1975,"Adventure, Kids"
Yamato Nadeshiko Shichihenge♥,56700,813,106612,Fall 2006,"Comedy, Shoujo"
Shirouto Kurabu,89,10374,318,,Hentai
Koala Boy Kokki,173,9720,447,Spring 1984,Comedy
Shin Choujin Densetsu Urotsukidouji Mataiden,364,8258,1010,Fall 2011,"Fantasy, Hentai, Demons, Horror, Sci-Fi"
Aa! Megami-sama!: Sorezore no Tsubasa,26659,1565,48328,Spring 2006,"Comedy, Magic, Romance, Seinen, Supernatural"
Hakata Tonkotsu Ramens,22487,1189,69028,Winter 2018,Action
Monster Farm: Enbanseki no Himitsu,14357,2235,27404,Spring 1999,"Action, Adventure, Comedy, Fantasy"
Kono Aozora ni Yakusoku wo: Youkoso Tsugumi Ryou e,4448,3058,15125,Spring 2007,"Harem, Romance, School"
Manga Revue Haru,55,12706,113,,Kids
Blame! Special,2596,4633,5687,,"Mecha, Sci-Fi"
Shounen Santa no Daibouken!,22,11651,168,Spring 1996,"Adventure, Fantasy, Shounen"
Abarenbou Rikishi!! Matsutarou,2352,4372,6517,Spring 2014,"Sports, Seinen"
Shingeki no Kyojin Picture Drama,15532,2003,32815,,"Parody, Comedy"
Kaze no Kokyuu: Animation ni Yoru Oufuku Shokan,115,10889,236,,Dementia
Usagi no Matthew,7,10587,281,Spring 2018,Slice of Life
Dokkiri Doctor,134,9228,593,Fall 1998,"Comedy, Slice of Life"
Kuchao,214,10137,357,,Dementia
Katte ni Shirokuma,36,11716,164,,Comedy
Kizuna,3940,4079,7815,,"Romance, Drama, Yaoi"
Ma ga Ochiru Yoru,1288,5781,3254,,Hentai
Oshiri Kajiri Mushi (TV) 4th Season,126,10266,336,Fall 2015,"Comedy, Kids"
Minami-ke Okaeri,27789,1513,51282,Winter 2009,"Slice of Life, Comedy, School"
Itazura Tenshi Chippo-chan,19,12368,129,Spring 1970,"Comedy, Kids"
Fate/Extra: Last Encore - Irusterias Tendouron,1,4461,6265,,"Action, Magic, Fantasy"
Usavich,3103,4793,5250,,"Adventure, Comedy"
Jikuu Tantei Genshi-kun,3241,4404,6435,Fall 1998,"Adventure, Comedy, Fantasy, Mystery, Sci-Fi, Shounen"
Hyakka Ryouran: Samurai Bride Specials,3296,3986,8234,,"Ecchi, Comedy"
Ryuu Seiki,490,7930,1195,,"Action, Fantasy, Demons, Sci-Fi"
Toushin Toshi II,263,8710,796,,"Adventure, Fantasy, Hentai, Romance"
Pikotarou no Lullaby Lullaby,556,8257,1012,,Comedy
Saru Masamune,509,8451,915,,"Adventure, Military"
Jungle Taitei Movie (1997),1087,6618,2242,,"Adventure, Fantasy"
Omakase Scrappers,13,12241,135,Spring 1994,"Adventure, Comedy, Sci-Fi"
Rio: Rainbow Gate!,9662,2256,26935,Winter 2011,"Game, Comedy, Ecchi"
Romantica Clock,5109,3672,10065,,Shoujo
Meiji x Kokosake & anohana Receipt Oubo Campaign,1092,5005,4694,,Drama
Urusei Yatsura Movie 6: Itsudatte My Darling,1282,5686,3398,,"Action, Sci-Fi, Adventure, Comedy, Drama, Romance"
Aru Hi Inu no Kuni kara Tegami ga Kite,1072,6993,1882,,"Drama, Shoujo"
Sono Hanabira ni Kuchizuke wo: Reo x Mai Diaries,1425,4295,6863,,"Comedy, Romance, School, Shoujo Ai"
JK to Ero Giin Sensei,1329,5415,3819,,Hentai
Pikkoman no Kichikumichi: Mayonaka no Milk Party,294,8412,932,,Hentai
Code Geass: Hangyaku no Lelouch R2 Picture Drama,10823,2274,26531,,"Comedy, Ecchi, Slice of Life"
Chou Seimeitai Transformers Beast Wars Metals: Convoy Daihenshin!,142,9569,489,,"Action, Mecha, Sci-Fi, Super Power"
Kaidan,166,9892,409,,Supernatural
Gregorio,103,11479,182,,Music
Megami Tantei Vinus File,119,9310,560,,Hentai
Puyo Puyo: Madou Monogatari,85,10750,258,,"Comedy, Fantasy"
Meisou! Underworld,914,7155,1743,,"Action, Supernatural, Thriller"
Azure Nihon Data Center,327,9016,672,,Action
Keroro Gunsou: KeroZero Shupattsudayo! Zeninshuugou!,283,8396,938,,"Action, Adventure, Comedy, Mecha, Shounen, Space"
Alps no Shoujo Heidi: Alm no Yama-hen,385,8420,925,,"Slice of Life, Historical, Drama"
Kono Subarashii Sekai ni Shukufuku wo! OVA,76201,711,120509,,"Adventure, Comedy, Supernatural, Magic, Fantasy"
Qin Shi Ming Yue: Bai Bu Fei Jian,225,7262,1653,,"Action, Historical, Martial Arts, Fantasy"
Sanrio Anime Sekai Meisaku Gekijou,282,8751,776,Fall 1987,"Adventure, Fantasy, Kids"
Tight-rope,14254,2312,25742,,"Romance, Shounen Ai"
Lao Fu Zi Shui Hu Chuan,46,12369,130,,"Comedy, Historical, Seinen"
Di Gi Charat: Hoshi no Tabi,972,6602,2254,,Comedy
Soliton no Akuma,192,9393,540,,"Military, Drama, Sci-Fi"
Wagamama☆Fairy Mirumo de Pon!,4293,3546,10915,Spring 2002,"Kids, Adventure, Fantasy, Magic, Comedy, Romance, School, Drama, Shoujo"
The Snack World,39,11619,171,,"Adventure, Comedy, Kids, Fantasy"
Manichi ga Tsurai Kimochi Wakarimasu ka: Yurusenai! Net Ijime,1,14276,29,,Kids
Mobile Suit Gundam: Iron-Blooded Orphans 2nd Season,27365,1438,55184,Fall 2016,"Action, Drama, Mecha, Sci-Fi, Space"
Nyuru Nyuru!! Kakusen-kun 2nd Season,26,10998,226,Spring 2015,Comedy
Hi no Youjin,2386,4959,4773,,"Historical, Slice of Life"
Sister Princess: Re Pure,2295,4369,6526,Fall 2002,"Drama, Romance"
Kaijuu no Ballad,179,10287,330,,"Music, Comedy, Fantasy"
Ulysses 31 Pilot,106,10311,330,,"Action, Adventure, Sci-Fi, Space"
Seishoujo Kantai Virgin Fleet,491,7972,1171,,"Fantasy, Military, School, Sci-Fi"
Chicchana Yukitsukai Sugar,6920,2914,16764,Fall 2001,"Comedy, Fantasy, Slice of Life"
Mai-Otome Zwei,8915,2993,15788,,"Action, Magic"
Master Keaton OVA,1493,5127,4421,,"Adventure, Mystery"
Konchuu Monogatari Tentoumu Chu! to Mitsubachi Hatsu Chu!,21,12448,125,Spring 2014,Music
Matsubara-kun: Mackie E no Ouen Message,25,13223,88,,Comedy
Hello Kitty no Nemureru Mori no Bijo,62,10943,229,,"Kids, Fantasy"
Layton Kyouju to Eien no Utahime,9690,2888,17035,,Mystery
Precure All Stars DX the Dance Live♥: Miracle Dance Stage e Youkoso,456,7621,1390,,"Fantasy, Magic, Music, Shoujo"
Tobidase! Machine Hiryuu,15,12084,142,Fall 1977,"Cars, Comedy, Parody, Shounen"
Shounan Bakusouzoku,86,9100,642,,"Action, Comedy, Shounen"
Sore Ike! Anpanman: Yumeneko no Kuni no Nyanii,26,12178,138,,"Comedy, Fantasy, Kids"
Toki no Tabibito: Time Stranger,545,6930,1940,,"Action, Adventure, Romance, Sci-Fi"
.hack//Versus: The Thanatos Report,1825,4774,5305,,"Action, Game, Sci-Fi"
Brigadoon: Marin to Melan,1794,4116,7657,Summer 2000,"Adventure, Comedy, Drama, Mecha, Sci-Fi"
Spocon!,1703,5239,4164,,Hentai
Inazuma Eleven Go: TCG CM NG-shuu,484,7564,1429,,Comedy
Corpse Party: Missing Footage,42813,1077,77108,,"Horror, School"
One Piece 3D: Mugiwara Chase,16749,2132,29537,,"Action, Adventure, Comedy, Fantasy, Shounen"
Blossom,2082,5653,3446,,Music
Yasai no Yousei: N.Y.Salad,24,11009,223,Spring 2007,Kids
Kojin Toshi,70,11116,213,,Dementia
Kitakaze no Kureta Table-kake,11,13898,54,,"Fantasy, Historical"
Daikyouryuu Jidai,110,10172,349,,Sci-Fi
Ramayana: The Legend of Prince Rama,407,8703,800,,Adventure
Himitsukessha Taka no Tsume NEO,41,10809,248,Spring 2012,"Comedy, Parody, Super Power"
Paboo & Mojies,11,11988,149,Spring 2012,Kids
Pokemon Advanced Generation: Rekkuu no Houmonsha Deoxys,36143,1399,57247,Spring 2002,"Action, Adventure, Comedy, Fantasy, Kids, Sci-Fi"
gdgd Fairies 2,796,7311,1614,Winter 2013,"Comedy, Fantasy"
Around,344,9063,652,Spring 2002,Slice of Life
Hikari no Densetsu,843,6247,2658,Spring 1986,"Music, Romance, Shoujo, Sports"
Tsuki to Azarashi,1,14033,45,,Kids
Haiyore! Nyaruko-san F,15189,2100,30247,Spring 2002,"Sci-Fi, Comedy, Parody, Romance"
Kemeko Deluxe!,13180,2085,30794,Fall 2008,"Action, Comedy, Ecchi, Romance, School, Sci-Fi, Shounen"
Chou Deneiban SD Gundam Sangokuden Brave Battle Warriors,391,7546,1432,,"Action, Mecha, Historical"
The Everlasting Guilty Crown,8922,2831,17724,,Music
Mahoutsukai Precure! Movie: Kiseki no Henshin! Cure Mofurun!,440,7635,1379,,"Action, Slice of Life, Magic, Fantasy, School, Shoujo"
Peeping Life: The Perfect Extension,78,10370,318,,"Slice of Life, Comedy"
Kouchuu Ouja Mushiking: Mori no Tami no Densetsu,591,7340,1584,Spring 2005,Fantasy
